nombre,categoria,direccion,ciudad,pais,telefono,sitio_web,email,rating,total_reviews,google_maps_url,tiene_web,tiene_telefono,prioridad
Tienda de Ropa,Tienda de ropa,"Arboledas #2-local 1, Álvaro Obregón, Ciudad de México, Cd. de México","Álvaro Obregón, Ciudad de México",MX,+52 55 6043 6162,,,4.6,5,https://www.google.com/maps/search/?api=1&query=Tienda%20de%20Ropa&query_place_id=ChIJXwgo1Vb_zYURrFZI_67_vbs,No,Sí,ALTA
CALLAO 769,Zapatería,"AAA, Av. Callao 769, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 3820-8749,,,5,5,https://www.google.com/maps/search/?api=1&query=CALLAO%20769&query_place_id=ChIJfShqjr_KvJURWwgQtifL5B4,No,Sí,ALTA
"Joyería y Relojería ""El Galardón""",Joyería,"Tv. 93a #80c-10, Bogotá, Bogotá",Bogotá,CO,+57 301 6762814,,,4.6,5,https://www.google.com/maps/search/?api=1&query=Joyer%C3%ADa%20y%20Relojer%C3%ADa%20%22El%20Galard%C3%B3n%22&query_place_id=ChIJi1MqqEybP44R_D8ix2wGv9A,No,Sí,ALTA
Adriana Siempre te calza bien,Tienda de botas,"Cra 68 #96-67, Medellín, Castilla, Medellín, Antioquia","Medellín, Castilla, Medellín",CO,+57 44771450,,,3.2,5,https://www.google.com/maps/search/?api=1&query=Adriana%20Siempre%20te%20calza%20bien&query_place_id=ChIJe2Ac-yovRI4RpSJXVGAuKEs,No,Sí,ALTA
Moda y Estilo Las David,Tienda de ropa de mujer,"Cl. 86 #47-28, Medellín, Aranjuez, Medellín, Antioquia","Medellín, Aranjuez, Medellín",CO,+57 301 3923388,,,4.8,5,https://www.google.com/maps/search/?api=1&query=Moda%20y%20Estilo%20Las%20David&query_place_id=ChIJnVxvfrEpRI4RIKpVSp7W5mg,No,Sí,ALTA
creaciones e innovaciones valitz,Tienda de ropa infantil,"Cdad., Milpa Alta, CDMX",Milpa Alta,MX,+52 55 1783 9083,,,4.8,4,https://www.google.com/maps/search/?api=1&query=creaciones%20e%20innovaciones%20valitz&query_place_id=ChIJPY2-SpUFzoURLOitZtiXk6k,No,Sí,ALTA
Xindra Artículos de Piel,Boutique,"Av. Veracruz 217, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 1496 5448,,,4.8,4,https://www.google.com/maps/search/?api=1&query=Xindra%20Art%C3%ADculos%20de%20Piel&query_place_id=ChIJ39v0zcwH0oURX-GOGVdaFn0,No,Sí,ALTA
La boutique de Lore,Tienda de ropa,"Desierto de los Leones 52A, Álvaro Obregón, Ciudad de México, Cd. de México","Álvaro Obregón, Ciudad de México",MX,+52 55 8299 4060,,,5,4,https://www.google.com/maps/search/?api=1&query=La%20boutique%20de%20Lore&query_place_id=ChIJ8bzGJCT5zYURtFNK8YAHYtI,No,Sí,ALTA
Boutique nueva moda,Tienda de ropa para jóvenes,"Cl. 37 Sur #1a-37, Bogotá, Cundinamarca",Bogotá,CO,+57 319 7562195,,,5,4,https://www.google.com/maps/search/?api=1&query=Boutique%20nueva%20moda&query_place_id=ChIJ3YvEK42fP44RrVBqLIg3xkg,No,Sí,ALTA
Bucaramanga Moda Y Estilo,Tienda de ropa,"Cl. 64 Sur #36 -20, Bogotá, Bogotá",Bogotá,CO,+57 315 6477949,,,4.8,4,https://www.google.com/maps/search/?api=1&query=Bucaramanga%20Moda%20Y%20Estilo&query_place_id=ChIJ0VZX3RSfP44R8QCuvmrZWPk,No,Sí,ALTA
bellas y latinas boutique,Tienda de ropa,"82, Cra. 77A #70, Bogotá, Bogotá",Bogotá,CO,+57 54923688,,,4.8,4,https://www.google.com/maps/search/?api=1&query=bellas%20y%20latinas%20boutique&query_place_id=ChIJ2YdKZUCbP44RHm4Zg5xSVbE,No,Sí,ALTA
Samar Modas y Estilos,Tienda de ropa,"Tv. 94 #80A-33, Bogotá, Bogotá",Bogotá,CO,+57 12276860,,,4.5,4,https://www.google.com/maps/search/?api=1&query=Samar%20Modas%20y%20Estilos&query_place_id=ChIJbcgisEybP44RvBhgcIlVE38,No,Sí,ALTA
Pieton ropa y calzado,Tienda de ropa,"L 074, Cra 64A #78-580, Medellín, Castilla, Medellín, Antioquia","Medellín, Castilla, Medellín",CO,+57 42309755,,,5,4,https://www.google.com/maps/search/?api=1&query=Pieton%20ropa%20y%20calzado&query_place_id=ChIJIZ_U3NkoRI4Rz2syX_KNivM,No,Sí,ALTA
Distrito Moda Boutique,Boutique,"Progreso Nacional 176, Gustavo A. Madero, Ciudad de México, Cd. de México","Gustavo A. Madero, Ciudad de México",MX,+52 55 2310 7979,,,4,3,https://www.google.com/maps/search/?api=1&query=Distrito%20Moda%20Boutique&query_place_id=ChIJq6oOzCX40YURklBSYkYRaS4,No,Sí,ALTA
Modas Lu,Tienda de ropa,"Tláhuac, San Nicolás Tetelco, Cd. de México","Tláhuac, San Nicolás Tetelco",MX,+52 55 1234 5678,,,5,3,https://www.google.com/maps/search/?api=1&query=Modas%20Lu&query_place_id=ChIJFUBSBZEbzoURyTB-LQtHHIk,No,Sí,ALTA
Alexander&Charlotte by Alexa Hudson,Tienda de ropa infantil,"Av. Juárez 49-local 105A, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 5084 9456,,,3.7,3,https://www.google.com/maps/search/?api=1&query=Alexander%26Charlotte%20by%20Alexa%20Hudson&query_place_id=ChIJeTvqpT8H0oURgJkBR1Tu3Yc,No,Sí,ALTA
Regalos Chely,Tienda de regalos,"Fray Bartolomé de las Casas 3, Álvaro Obregón, Ciudad de México, Cd. de México","Álvaro Obregón, Ciudad de México",MX,+52 55 2463 8489,,,5,3,https://www.google.com/maps/search/?api=1&query=Regalos%20Chely&query_place_id=ChIJ8_hqXIP5zYURPnHkgQ7p7CI,No,Sí,ALTA
Reparación y Accesorios Di Vela 2,Tienda de reparación de teléfonos móviles,"C. Ocampo, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 1570 3788,,,4.7,3,https://www.google.com/maps/search/?api=1&query=Reparaci%C3%B3n%20y%20Accesorios%20Di%20Vela%202&query_place_id=ChIJ0Q4yOQAH0oURyPrOmt_m7NI,No,Sí,ALTA
LM Colección,Tienda de ropa,"Libertad 329 1°piso local 19, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4384-0198,,,5,3,https://www.google.com/maps/search/?api=1&query=LM%20Colecci%C3%B3n&query_place_id=ChIJ_Xf7jsXKvJURM1Cveg7r-8A,No,Sí,ALTA
Joyería Petra,Comprador de joyas,"Esmeralda 641, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 7222-6369,,,5,3,https://www.google.com/maps/search/?api=1&query=Joyer%C3%ADa%20Petra&query_place_id=ChIJ9YnDikPLvJURi8B_Ty502aM,No,Sí,ALTA
El palacio del bebé PM local 9-11-15 semisótano,Tienda de ropa para bebés,"Cl. 9 Bis #19-68, Bogotá, Cundinamarca",Bogotá,CO,+57 311 2269319,,,4.7,3,https://www.google.com/maps/search/?api=1&query=El%20palacio%20del%20beb%C3%A9%20PM%20local%209-11-15%20semis%C3%B3tano&query_place_id=ChIJOcSSi4eZP44RoKEgtHLbDuE,No,Sí,ALTA
N/M DISEÑOS MODA,Tienda de ropa,"Kr 14 este #62C 61 sur, Bogotá, Cundinamarca",Bogotá,CO,+57 322 4725532,,,4.7,3,https://www.google.com/maps/search/?api=1&query=N%2FM%20DISE%C3%91OS%20MODA&query_place_id=ChIJD4obru2jP44Radv0dnqZT8w,No,Sí,ALTA
Tienda De Moda Lumar,Tienda de ropa,"Cra. 19d #6355, Bogotá, Bogotá",Bogotá,CO,+57 321 3320060,,,4.7,3,https://www.google.com/maps/search/?api=1&query=Tienda%20De%20Moda%20Lumar&query_place_id=ChIJbZtCU0KfP44R1cKQM21vn9E,No,Sí,ALTA
Estación de la moda,Boutique,"Cra. 4 Este #35 Sur-98 a, Cl. 35 Sur #58, Bogotá, Bogotá",Bogotá,CO,+57 13640838,,,4,3,https://www.google.com/maps/search/?api=1&query=Estaci%C3%B3n%20de%20la%20moda&query_place_id=ChIJhW0cihCZP44Riy74o-Y5LxY,No,Sí,ALTA
Génesis el Origen de la Moda,Tienda de ropa,"Cra. 77A #71B - 10, Bogotá, Cundinamarca",Bogotá,CO,+57 601 2233852,,,5,3,https://www.google.com/maps/search/?api=1&query=G%C3%A9nesis%20el%20Origen%20de%20la%20Moda&query_place_id=ChIJuQcCZD-bP44RvleDbmj1hYo,No,Sí,ALTA
SaraSo Joyas y Accesorios,Joyería,"Centro Comercial Nuestro, Bogotá, Bogotá",Bogotá,CO,+57 304 6818046,,,3.7,3,https://www.google.com/maps/search/?api=1&query=SaraSo%20Joyas%20y%20Accesorios&query_place_id=ChIJE9TijgObP44RfbTyf3Jfj3g,No,Sí,ALTA
Calzatea La Moda,Tienda de ropa,"carrera 23 # 102 c 115 int, Medellín, Popular, Medellín, Antioquia","Medellín, Popular, Medellín",CO,+57 305 8188137,,,5,3,https://www.google.com/maps/search/?api=1&query=Calzatea%20La%20Moda&query_place_id=ChIJAxWre-0vRI4ReHbzRodUP8Q,No,Sí,ALTA
Lady Moda,Tienda de ropa de mujer,"Río San Joaquín 339, Miguel Hidalgo, Ciudad de México, Cd. de México","Miguel Hidalgo, Ciudad de México",MX,+52 55 5250 4854,,,4.5,2,https://www.google.com/maps/search/?api=1&query=Lady%20Moda&query_place_id=ChIJh9sOPw8C0oURLyVuyVa59AY,No,Sí,ALTA
ROPA DE TEMPORADA JUAN CRUZ,Tienda de ropa,"Cuajimalpa de Morelos, Cd. de México",Cuajimalpa de Morelos,MX,+52 55 3781 0329,,,5,2,https://www.google.com/maps/search/?api=1&query=ROPA%20DE%20TEMPORADA%20JUAN%20CRUZ&query_place_id=ChIJ_ac6i5H4zYURt6tKSCgvFzA,No,Sí,ALTA
Mabrisu Accesorios,Comercio,"Lic. Castillo Ledón, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 7190 9701,,,5,2,https://www.google.com/maps/search/?api=1&query=Mabrisu%20Accesorios&query_place_id=ChIJoZ22KI8H0oURJevE3YXCA9o,No,Sí,ALTA
Christy & Co,Tienda de ropa,"Libertad 1172, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 6098-2275,,,5,2,https://www.google.com/maps/search/?api=1&query=Christy%20%26%20Co&query_place_id=ChIJ9QLrwLnKvJURc2hnAoLDzsQ,No,Sí,ALTA
DIS-DEN INDUMENTARIA,Tienda de ropa,"Marcelo Torcuato de Alvear 2042 P.B. Local 1, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4961-9732,,,4.5,2,https://www.google.com/maps/search/?api=1&query=DIS-DEN%20INDUMENTARIA&query_place_id=ChIJdxR90JXKvJURhEBYowtehAE,No,Sí,ALTA
Orlando Peroggi,Tienda de ropa,"Solís 334, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4371-8126,,,4,2,https://www.google.com/maps/search/?api=1&query=Orlando%20Peroggi&query_place_id=ChIJS-YGXdzKvJURkoTegXiWL6g,No,Sí,ALTA
Zamirella Boutique,Tienda de ropa de mujer,"Kr 24 #10-93, Bogotá, Bogotá",Bogotá,CO,+57 12470544,,,5,2,https://www.google.com/maps/search/?api=1&query=Zamirella%20Boutique&query_place_id=ChIJ7wBDSG2ZP44RsDyY8MivCds,No,Sí,ALTA
Classy & Sassy Boutique,Tienda de ropa de mujer,"Cra 24B #16-05, Bogotá, Bogotá",Bogotá,CO,+57 311 5985093,,,5,2,https://www.google.com/maps/search/?api=1&query=Classy%20%26%20Sassy%20Boutique&query_place_id=ChIJUev60t6ZP44RnJ45DAI7ChY,No,Sí,ALTA
Remontadora y Almacén de Calzado,Tienda de ropa,"Cra. 68b #9, Bogotá, Bogotá",Bogotá,CO,+57 17240042,,,4.5,2,https://www.google.com/maps/search/?api=1&query=Remontadora%20y%20Almac%C3%A9n%20de%20Calzado&query_place_id=ChIJexF91OKeP44Rl9iiF295FcA,No,Sí,ALTA
Calzado Duper,Tienda de botas,"Carrera 24 d, Dg. 13 Bis Sur # 22, Bogotá, Bogotá",Bogotá,CO,+57 2787195,,,5,2,https://www.google.com/maps/search/?api=1&query=Calzado%20Duper&query_place_id=ChIJSa6U0tiYP44RxwqdFur4moY,No,Sí,ALTA
Güambi Ropa Infantil,Tienda de ropa,"Cl. 58 C Sur #86D 04 SUR PISO 2, Bogotá, Bogotá",Bogotá,CO,+57 301 7179764,,,5,2,https://www.google.com/maps/search/?api=1&query=G%C3%BCambi%20Ropa%20Infantil&query_place_id=ChIJG0vK2k6fP44R55bS8ZIaD1k,No,Sí,ALTA
A lA MODA,Tienda de ropa de mujer,"Dg. 57b Bis Sur #78N-03, Bogotá, Cundinamarca",Bogotá,CO,+57 321 3512542,,,5,2,https://www.google.com/maps/search/?api=1&query=A%20lA%20MODA&query_place_id=ChIJl8dikGCeP44RGx3UdygsrLI,No,Sí,ALTA
AL Moda,Tienda de ropa de mujer,"Cl. 40 Sur #77A 09, Bogotá, Bogotá",Bogotá,CO,+57 313 5407276,,,4,2,https://www.google.com/maps/search/?api=1&query=AL%20Moda&query_place_id=ChIJMwkX1iufP44RCVgmRWONTcY,No,Sí,ALTA
Stefy Ropa y Accesorios,Tienda de ropa,"Calle 64f N. 74B 35, Bogotá, Cundinamarca",Bogotá,CO,+57 300 2267146,,,4.5,2,https://www.google.com/maps/search/?api=1&query=Stefy%20Ropa%20y%20Accesorios&query_place_id=ChIJ0yDv0RGbP44RDJCcGXqN1Ok,No,Sí,ALTA
RIVERAS FASHION,Tienda de accesorios de moda,"Cra. 55 #80b 64, Medellín, Aranjuez, Medellín, Antioquia","Medellín, Aranjuez, Medellín",CO,+57 311 3049115,,,5,2,https://www.google.com/maps/search/?api=1&query=RIVERAS%20FASHION&query_place_id=ChIJpyJMfwApRI4RmCsbnDplmaY,No,Sí,ALTA
El Mundo de Isabella,Tienda de artículos para bebés,"Cl. 79 #84-36, Medellín, Robledo, Medellín, Antioquia","Medellín, Robledo, Medellín",CO,+57 44411633,,,3,2,https://www.google.com/maps/search/?api=1&query=El%20Mundo%20de%20Isabella&query_place_id=ChIJj4Q23DEpRI4RBc908jVX2m0,No,Sí,ALTA
MACHINA WT,Tienda de ropa,"C. Versalles 15, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 595 108 6521,http://www.machina.cc/,,5,493,https://www.google.com/maps/search/?api=1&query=MACHINA%20WT&query_place_id=ChIJCWoNnTL_0YURh3p2w_NhDgQ,Sí,Sí,MEDIA
Stradivarius,Tienda de ropa de mujer,"437, Vasco de Quiroga 3800, Cuajimalpa de Morelos, Ciudad de México, CDMX","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 7679 8780,https://www.stradivarius.com/mx/,,4.2,442,https://www.google.com/maps/search/?api=1&query=Stradivarius&query_place_id=ChIJF_33AMwA0oURNNQhqQanw4Y,Sí,Sí,MEDIA
MIA LORETO,Tienda de ropa de mujer,"Florida 375 3°A, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 6004-8074,http://www.mialoreto.com/,,4.8,427,https://www.google.com/maps/search/?api=1&query=MIA%20LORETO&query_place_id=ChIJDXBk3ezKvJURoAfgN1DW5yg,Sí,Sí,MEDIA
ABRYL Tienda de Ropa y Calzado,Zapatería,"Av. Tlahuac 823, Iztapalapa, Ciudad de México, Cd. de México","Iztapalapa, Ciudad de México",MX,+52 55 7337 0646,https://tiendaabryl.mercadoshops.com.mx/,,4.4,352,https://www.google.com/maps/search/?api=1&query=ABRYL%20Tienda%20de%20Ropa%20y%20Calzado&query_place_id=ChIJl3Zh4UQCzoURSz0SDbx468c,Sí,Sí,MEDIA
Kratos Accesorios,Joyería,"Riobamba 781 Oficina 2A, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 7365-6033,http://www.kratosaccesorios.com/,,5,329,https://www.google.com/maps/search/?api=1&query=Kratos%20Accesorios&query_place_id=ChIJVSyA5hnLvJURmPfXS1V6XYw,Sí,Sí,MEDIA
Briganti,Zapatería,"Florida 146, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4326-1549,http://www.briganti.com.ar/,,4.3,323,https://www.google.com/maps/search/?api=1&query=Briganti&query_place_id=ChIJ7Y_DetLKvJURdqQObfEb3yo,Sí,Sí,MEDIA
Agustín Imperio Joyería Libertad,Joyería,"Libertad 305, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2258-9369,http://www.imperioagustin.com.ar/,,4.9,307,https://www.google.com/maps/search/?api=1&query=Agust%C3%ADn%20Imperio%20Joyer%C3%ADa%20Libertad&query_place_id=ChIJdSutjcXKvJURFQNCh28S9pI,Sí,Sí,MEDIA
GOGO Accesorios •Showroom Experience (microcentro),Tienda de accesorios de moda,"Maipú 521 3 B, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2667-0269,http://www.gogoargentina.com/,,4.4,301,https://www.google.com/maps/search/?api=1&query=GOGO%20Accesorios%20%E2%80%A2Showroom%20Experience%20(microcentro)&query_place_id=ChIJUw3p6oDKvJURClTDAW4KkUs,Sí,Sí,MEDIA
OFFCORSS OUTLET RESTREPO,Tienda de ropa infantil,"Cra. 18 #18 -42 Sur, Bogotá, Bogotá",Bogotá,CO,+57 17477387,http://www.offcorss.com/,,4.4,300,https://www.google.com/maps/search/?api=1&query=OFFCORSS%20OUTLET%20RESTREPO&query_place_id=ChIJ7bTzTnSZP44RdkGvmCNx8Po,Sí,Sí,MEDIA
Kevin's Joyeros C.C. Titán Plaza,Joyería,"Cra. 72 #80-94 Local 3-65, Bogotá, Bogotá",Bogotá,CO,+57 320 3113285,https://kevins.com.co/,,4.5,282,https://www.google.com/maps/search/?api=1&query=Kevin's%20Joyeros%20C.C.%20Tit%C3%A1n%20Plaza&query_place_id=ChIJi8ydFSWbP44RKQTlSeF_jLg,Sí,Sí,MEDIA
Cangoo Fashion,Tienda de ropa de mujer,"Leona Vicario 17-LOCAL A, entre CALLE SAN ANTONIO TOMATLAN Y MIXCALCO, Cuauhtémoc, CDMX, Cd. de México","Cuauhtémoc, CDMX",MX,+52 55 8107 7537,http://cangoofashion.com/,,4.6,278,https://www.google.com/maps/search/?api=1&query=Cangoo%20Fashion&query_place_id=ChIJEaRS7-H50YURjdVdK0RcmJ8,Sí,Sí,MEDIA
G. Furer,Boutique,"Pasteur 453, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2386-4125,https://gfurer.com/,,4.6,254,https://www.google.com/maps/search/?api=1&query=G.%20Furer&query_place_id=ChIJvxvgZ-vKvJUR2ZHfQtTJRNM,Sí,Sí,MEDIA
Supermercado COTO,Supermercado,"Junín 1073, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4826-8775,http://www.coto.com.ar/?utm_source=gmb&utm_medium=organic,,3.5,244,https://www.google.com/maps/search/?api=1&query=Supermercado%20COTO&query_place_id=ChIJ60tyipbKvJUR04QjTh8f_qs,Sí,Sí,MEDIA
Joyeria Cameira,Joyería,"Av. Pueyrredón 1964, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 3616-9002,https://www.instagram.com/cameira.ba?igsh=MWF3ZDh0bzRyYnMzZQ==,,5,232,https://www.google.com/maps/search/?api=1&query=Joyeria%20Cameira&query_place_id=ChIJK80y03TLvJURieC9NsO19qg,Sí,Sí,MEDIA
Mundo Infantil Jeremy kids,Tienda de ropa infantil,"Cra. 68 #57 sur 32, Bogotá, Cundinamarca",Bogotá,CO,+57 301 7711105,https://www.mundoinfantiljeremykids.com/,,4.9,228,https://www.google.com/maps/search/?api=1&query=Mundo%20Infantil%20Jeremy%20kids&query_place_id=ChIJnRH1ZhefP44RRAfguqYlvlI,Sí,Sí,MEDIA
Paw Accesorios,Tienda de accesorios de moda,"Pres. José Evaristo Uriburu 364, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2887-0492,http://www.pawaccesorios.com.ar/,,3.7,203,https://www.google.com/maps/search/?api=1&query=Paw%20Accesorios&query_place_id=ChIJ8cVHQuvKvJURmop-kLzg1Ic,Sí,Sí,MEDIA
Damián Colombo Joyas,Joyería,"Petrona Eyle 450, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 4986-4409,http://www.damiancolombo.com/,,4.9,195,https://www.google.com/maps/search/?api=1&query=Dami%C3%A1n%20Colombo%20Joyas&query_place_id=ChIJw7Ogctc0o5URC-TJQ5qwSlI,Sí,Sí,MEDIA
Textil Tres,Tienda de telas,"Tucumán 2030, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2052-3244,http://www.textiltres.com/,,4.6,193,https://www.google.com/maps/search/?api=1&query=Textil%20Tres&query_place_id=ChIJuWbE2MbLvJUReoCc30rE5ao,Sí,Sí,MEDIA
Carolo Giladas,Tienda de accesorios de moda,"Av. Sta. Fe 1670 Local 71, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 351 786-8532,https://carologiladas.com/,,4.8,181,https://www.google.com/maps/search/?api=1&query=Carolo%20Giladas&query_place_id=ChIJDWnC_GS1vJURnSntD2qnBkI,Sí,Sí,MEDIA
